MasterID,HUC,SampleDate,SampleMonth,SampleYear,CollectionMethodCode,FieldReplicate,CSCI,Latitude,Longitude
537CE0238,537,2006-08-15T00:00:00Z,8,2006,BMI_TRC,1,1.00094061825563,37.68457,-119.6853
R5BIO-206,537,2000-07-06T00:00:00Z,7,2e3,NotRecorded,1,0.955238879070456,37.68937,-119.7051
537BLCABG,537,2011-09-15T00:00:00Z,9,2011,BMI_RWB,1,0.885574042621865,37.70408,-119.97377
537TYCAML,537,2008-07-16T00:00:00Z,7,2008,BMI_RWB,1,0.958324999436587,37.7599,-119.529
537WER236,537,2004-08-11T00:00:00Z,8,2004,BMI_RWB,1,0.692241529940257,37.85305,-119.57388
537WER236,537,2004-08-11T00:00:00Z,8,2004,BMI_TRC,1,1.00528985653422,37.85305,-119.57388
113GAR010,113,2009-06-08T00:00:00Z,6,2009,BMI_RWB,1,0.962666771,38.83737,-123.54644
113GAR010,113,2012-08-27T00:00:00Z,8,2012,BMI_RWB,1,0.961850384,38.83737,-123.54644
113GAR038,113,2012-09-10T00:00:00Z,9,2012,BMI_RWB,1,1.061479833,38.83908,-123.53457
113GAR038,113,2009-06-08T00:00:00Z,6,2009,BMI_RWB,1,0.922457788,38.83908,-123.53457
113GAR118,113,2012-09-10T00:00:00Z,9,2012,BMI_RWB,2,1.0686604,38.84264,-123.54917
113GAR118,113,2010-07-26T00:00:00Z,7,2010,BMI_RWB,1,1.040785254,38.84264,-123.54917
113GAR118,113,2012-09-10T00:00:00Z,9,2012,BMI_RWB,1,1.11292624,38.84264,-123.54917
113GAR110,113,2009-06-30T00:00:00Z,6,2009,BMI_RWB,1,0.950132957,38.8553,-123.56022
113GAR110,113,2014-09-02T00:00:00Z,9,2014,BMI_RWB,1,1.113451649,38.8553,-123.56022
113GAR110,113,2015-07-21T00:00:00Z,7,2015,BMI_RWB,1,0.962521509,38.8553,-123.56022
113GAR110,113,2015-07-21T00:00:00Z,7,2015,BMI_RWB,2,0.918409601,38.8553,-123.56022
113GAR046,113,2009-06-08T00:00:00Z,6,2009,BMI_RWB,1,0.979483761,38.85578,-123.56359
113GAR046,113,2012-06-18T00:00:00Z,6,2012,BMI_RWB,1,0.891591169,38.85578,-123.56359
113GAR062,113,2009-06-30T00:00:00Z,6,2009,BMI_RWB,1,0.961720256,38.859610000000004,-123.54843
113GAR062,113,2012-08-27T00:00:00Z,8,2012,BMI_RWB,1,0.933993484,38.859610000000004,-123.54843
113GAR094,113,2010-07-27T00:00:00Z,7,2010,BMI_RWB,1,0.783269877,38.86295,-123.56825
113GAR094,113,2010-07-27T00:00:00Z,7,2010,BMI_RWB,2,0.8582212,38.86295,-123.56825
113GAR030,113,2012-08-28T00:00:00Z,8,2012,BMI_RWB,1,0.759163544,38.8702,-123.56669
113GAR030,113,2009-08-26T00:00:00Z,8,2009,BMI_RWB,1,0.805698152,38.8702,-123.56669
113GAR030,113,2009-08-26T00:00:00Z,8,2009,BMI_RWB,2,0.800117305,38.8702,-123.56669
113GAR178,113,2014-07-23T00:00:00Z,7,2014,BMI_RWB,1,1.177504079,38.87489,-123.49376
113GAR178,113,2011-06-21T00:00:00Z,6,2011,BMI_RWB,1,1.036955982,38.87489,-123.49376
113GAR178,113,2013-09-09T00:00:00Z,9,2013,BMI_RWB,1,1.229300325,38.87489,-123.49376
113GAR178,113,2013-09-09T00:00:00Z,9,2013,BMI_RWB,2,1.219677404,38.87489,-123.49376
114WE0810,114,2001-07-26T00:00:00Z,7,2001,BMI_TRC,1,1.088567935,38.87519,-122.88173
114WE0810,114,2001-07-26T00:00:00Z,7,2001,BMI_CSBP_Trans,1,1.063575262,38.87519,-122.88173
114WE0810,114,2001-07-26T00:00:00Z,7,2001,BMI_RWB,1,0.791962628,38.87519,-122.88173
113GAR061,113,2009-07-01T00:00:00Z,7,2009,BMI_RWB,1,0.886504323,38.88397,-123.59201
113GAR061,113,2012-06-19T00:00:00Z,6,2012,BMI_RWB,1,0.502554686,38.88397,-123.59201
113GAR061,113,2014-09-03T00:00:00Z,9,2014,BMI_RWB,1,0.85993846,38.88397,-123.59201
113GAR061,113,2014-09-03T00:00:00Z,9,2014,BMI_RWB,2,0.834783385,38.88397,-123.59201
113GAR011,113,2011-08-22T00:00:00Z,8,2011,BMI_RWB,1,0.954228741,38.89138,-123.45586
113GAR015,113,2011-08-23T00:00:00Z,8,2011,BMI_RWB,1,0.805054902,38.89312,-123.50885
113GAR015,113,2011-08-23T00:00:00Z,8,2011,BMI_RWB,2,0.725063453,38.89312,-123.50885
113GAR015,113,2013-09-09T00:00:00Z,9,2013,BMI_RWB,1,0.597473652,38.89312,-123.50885
114PS0145,114,2011-06-20T00:00:00Z,6,2011,BMI_RWB,1,0.948441016,38.8936,-123.07073
113GAR245,113,2008-08-20T00:00:00Z,8,2008,BMI_RWB,1,1.013966795,38.89878,-123.35432
113GAR105,113,2008-08-19T00:00:00Z,8,2008,BMI_RWB,1,0.69640368,38.89959,-123.39061
113GAR105,113,2009-08-04T00:00:00Z,8,2009,BMI_RWB,1,0.803618854,38.89959,-123.39061
113GAR105,113,2010-06-14T00:00:00Z,6,2010,BMI_RWB,1,1.097335831,38.89959,-123.39061
113GAR105,113,2011-06-20T00:00:00Z,6,2011,BMI_RWB,1,1.097216122,38.89959,-123.39061
113GAR105,113,2015-06-30T00:00:00Z,6,2015,BMI_RWB,1,0.902868526,38.89959,-123.39061
113GAR085,113,2008-07-29T00:00:00Z,7,2008,BMI_RWB,1,1.005694342,38.90739,-123.40151
113GAR087,113,2010-06-29T00:00:00Z,6,2010,BMI_RWB,1,0.790540055,38.90814,-123.48965
113GAR087,113,2012-09-11T00:00:00Z,9,2012,BMI_RWB,1,0.807167746,38.90814,-123.48965
113GAR087,113,2013-08-06T00:00:00Z,8,2013,BMI_RWB,1,0.817835271,38.90814,-123.48965
113GAR089,113,2009-08-05T00:00:00Z,8,2009,BMI_RWB,1,0.728723276,38.90824,-123.35092
113GAR089,113,2010-06-14T00:00:00Z,6,2010,BMI_RWB,1,1.138765205,38.90824,-123.35092
113GAR089,113,2011-06-20T00:00:00Z,6,2011,BMI_RWB,1,1.112459038,38.90824,-123.35092
113GAR089,113,2015-06-30T00:00:00Z,6,2015,BMI_RWB,1,0.900307759,38.90824,-123.35092
113GAR089,113,2008-08-06T00:00:00Z,8,2008,BMI_RWB,1,0.727325611,38.90824,-123.35092
113GAR089,113,2008-08-06T00:00:00Z,8,2008,BMI_RWB,2,0.61308911,38.90824,-123.35092
113GAR021,113,2008-07-21T00:00:00Z,7,2008,BMI_RWB,1,0.945201198,38.90958,-123.41031
113GAR217,113,2008-07-22T00:00:00Z,7,2008,BMI_RWB,1,0.392408413,38.92393,-123.33533
113GAR112,113,2009-08-04T00:00:00Z,8,2009,BMI_RWB,1,1.034232005,38.92488,-123.49069
113GAR112,113,2010-06-15T00:00:00Z,6,2010,BMI_RWB,1,1.154893626,38.92488,-123.49069
113GAR112,113,2011-08-22T00:00:00Z,8,2011,BMI_RWB,1,1.083918516,38.92488,-123.49069
113GAR112,113,2013-08-05T00:00:00Z,8,2013,BMI_RWB,1,0.833448111,38.92488,-123.49069
113GAR112,113,2014-07-22T00:00:00Z,7,2014,BMI_RWB,1,0.967166163,38.92488,-123.49069
113GAR112,113,2015-07-01T00:00:00Z,7,2015,BMI_RWB,1,0.961775107,38.92488,-123.49069
113GAR084,113,2010-06-28T00:00:00Z,6,2010,BMI_RWB,1,1.096427153,38.92636,-123.62885
113GAR244,113,2010-06-28T00:00:00Z,6,2010,BMI_RWB,1,1.050504569,38.93172,-123.59238
113GAR244,113,2015-07-20T00:00:00Z,7,2015,BMI_RWB,1,1.034466632,38.93172,-123.59238
113PS0076,113,2012-08-02T00:00:00Z,8,2012,BMI_RWB,1,1.162954976,38.9363,-123.5005
113PS0076,113,2012-08-22T00:00:00Z,8,2012,BMI_RWB,1,1.103351916,38.9363,-123.5005
113GAR109,113,2008-08-27T00:00:00Z,8,2008,BMI_RWB,1,0.54182042,38.94328,-123.71913
113GAR045,113,2008-08-27T00:00:00Z,8,2008,BMI_RWB,1,0.564970518,38.9443,-123.709
114DCURxx,114,2002-06-26T00:00:00Z,6,2002,BMI_CSBP_Trans,1,1.012123168,38.95381,-123.14825
114MRCMRx,114,2002-06-25T00:00:00Z,6,2002,BMI_CSBP_Trans,1,0.986723875,39.06608,-123.12056
113WER088,113,2003-08-18T00:00:00Z,8,2003,BMI_RWB,1,0.766759875,39.07556,-123.46361
113WER088,113,2003-08-18T00:00:00Z,8,2003,BMI_TRC,1,0.70434557,39.07556,-123.46361
113CE0487,113,2004-06-30T00:00:00Z,6,2004,BMI_RWB,1,0.855437897,39.1,-123.50083
113CE0487,113,2004-06-30T00:00:00Z,6,2004,BMI_TRC,1,0.882608878,39.1,-123.50083
114DLCMRx,114,2002-06-20T00:00:00Z,6,2002,BMI_CSBP_Trans,1,0.967230102,39.12817,-123.22369
114DLCURx,114,2002-06-20T00:00:00Z,6,2002,BMI_CSBP_Trans,1,1.055290191,39.12889,-123.23028
114MLCURx,114,2002-06-19T00:00:00Z,6,2002,BMI_CSBP_Trans,1,0.656186556,39.13111,-123.13444
113PS0120,113,2010-09-14T00:00:00Z,9,2010,BMI_RWB,1,0.77156232,39.15087,-123.6358
113PS0268,113,2014-06-11T00:00:00Z,6,2014,BMI_RWB,1,0.996131884,39.15598,-123.4593
113WE0590,113,2000-08-24T00:00:00Z,8,2e3,BMI_RWB,1,0.667041132,39.18657,-123.5481
113WE0590,113,2000-08-24T00:00:00Z,8,2e3,BMI_TRC,1,0.853753859,39.18657,-123.5481
113WER086,113,2003-09-04T00:00:00Z,9,2003,BMI_RWB,1,1.090167095,39.23667,-123.39222
113WER086,113,2003-09-04T00:00:00Z,9,2003,BMI_TRC,1,1.085149426,39.23667,-123.39222
114CE0603,114,2004-06-09T00:00:00Z,6,2004,BMI_RWB,1,0.648035226,39.24027,-123.32416
114CE0603,114,2004-06-09T00:00:00Z,6,2004,BMI_TRC,1,0.894239847,39.24027,-123.32416
113CE0097,113,2006-08-21T00:00:00Z,8,2006,BMI_RWB,1,1.02652314,39.25472,-123.51
113CE0097,113,2006-08-21T00:00:00Z,8,2006,BMI_TRC,1,1.078802993,39.25472,-123.51
113CE0097,113,2005-07-26T00:00:00Z,7,2005,BMI_RWB,1,1.133506616,39.25472,-123.51
113CE0097,113,2005-07-26T00:00:00Z,7,2005,BMI_TRC,1,0.997115733,39.25472,-123.51
113CE0097,113,2005-09-13T00:00:00Z,9,2005,BMI_RWB,1,0.933277015,39.25472,-123.51
113CE0097,113,2005-09-13T00:00:00Z,9,2005,BMI_TRC,1,1.098721574,39.25472,-123.51
113CE0097,113,2006-08-01T00:00:00Z,8,2006,BMI_RWB,1,1.091319762,39.25472,-123.51
113CE0097,113,2006-08-01T00:00:00Z,8,2006,BMI_TRC,1,0.985267345,39.25472,-123.51
113PS0012,113,2008-09-09T00:00:00Z,9,2008,BMI_RWB,1,1.077850269,39.257,-123.50959
113PS0012,113,2008-09-09T00:00:00Z,9,2008,BMI_RWB,2,0.984387279,39.257,-123.50959
114CE0283,114,2006-08-22T00:00:00Z,8,2006,BMI_RWB,1,0.514603928,39.26083,-123.11083000000001
114CE0283,114,2006-08-22T00:00:00Z,8,2006,BMI_TRC,1,0.702845497,39.26083,-123.11083000000001
114CE0059,114,2004-06-07T00:00:00Z,6,2004,BMI_RWB,1,0.795997931,39.2825,-123.29194
114CE0059,114,2004-06-07T00:00:00Z,6,2004,BMI_TRC,1,0.865636489,39.2825,-123.29194
113PS0100,113,2009-08-25T00:00:00Z,8,2009,BMI_RWB,1,0.847854895,39.31779,-123.62643
113WER082,113,2003-09-03T00:00:00Z,9,2003,BMI_RWB,1,0.990838724,39.39417,-123.68472
113WER082,113,2003-09-03T00:00:00Z,9,2003,BMI_TRC,1,1.083464795,39.39417,-123.68472
113WER082,113,2004-09-21T00:00:00Z,9,2004,BMI_RWB,1,0.835705017,39.39417,-123.68472
113WER082,113,2004-09-21T00:00:00Z,9,2004,BMI_RWB,2,0.841832654,39.39417,-123.68472
113WER082,113,2004-09-21T00:00:00Z,9,2004,BMI_RWB,3,0.858003243,39.39417,-123.68472
113PS0084,113,2009-08-18T00:00:00Z,8,2009,BMI_RWB,1,1.037297336,39.40611,-123.71263
113WE0619,113,2000-08-22T00:00:00Z,8,2e3,BMI_RWB,1,0.628199999,39.40743,-123.7407
113WE0619,113,2000-08-22T00:00:00Z,8,2e3,BMI_TRC,1,0.817568805,39.40743,-123.7407
111PS0008,111,2008-09-09T00:00:00Z,9,2008,BMI_RWB,1,0.428933274,39.52196,-123.3967
111PS0008,111,2008-09-09T00:00:00Z,9,2008,BMI_RWB,2,0.418803377,39.52196,-123.3967
111PS0008,111,2008-09-29T00:00:00Z,9,2008,BMI_RWB,1,0.385038427,39.52196,-123.3967
113PS0196,113,2012-08-01T00:00:00Z,8,2012,BMI_RWB,1,0.920133178,39.5439,-123.6553
113MLCTMR,113,2004-09-23T00:00:00Z,9,2004,BMI_TRC,1,0.759704346,39.54722,-123.72528
113MLCTMR,113,2004-09-23T00:00:00Z,9,2004,BMI_TRC,2,0.757333597,39.54722,-123.72528
113MLCTMR,113,2004-09-23T00:00:00Z,9,2004,BMI_TRC,3,0.762295093,39.54722,-123.72528
113CE0001,113,2005-09-12T00:00:00Z,9,2005,BMI_RWB,1,0.795799135,39.5475,-123.72388
113CE0001,113,2005-09-12T00:00:00Z,9,2005,BMI_TRC,1,0.916858078,39.5475,-123.72388
113CE0001,113,2004-06-08T00:00:00Z,6,2004,BMI_RWB,1,0.86357925,39.5475,-123.72388
113CE0001,113,2004-06-08T00:00:00Z,6,2004,BMI_TRC,1,0.76717011,39.5475,-123.72388
113CE0001,113,2004-06-29T00:00:00Z,6,2004,BMI_RWB,1,0.734832134,39.5475,-123.72388
113CE0001,113,2004-06-29T00:00:00Z,6,2004,BMI_TRC,1,0.771499704,39.5475,-123.72388
113CE0001,113,2005-07-25T00:00:00Z,7,2005,BMI_RWB,1,0.77519395,39.5475,-123.72388
113CE0001,113,2005-07-25T00:00:00Z,7,2005,BMI_TRC,1,0.772890517,39.5475,-123.72388
113PS0132,113,2010-09-15T00:00:00Z,9,2010,BMI_RWB,1,0.759906332,39.55671,-123.7235
111WE0816,111,2001-08-14T00:00:00Z,8,2001,BMI_CSBP_Trans,1,1.13301942,39.58789,-122.9165
111WE0816,111,2001-08-14T00:00:00Z,8,2001,BMI_RWB,1,0.698876022,39.58789,-122.9165
111WE0816,111,2001-08-14T00:00:00Z,8,2001,BMI_TRC,1,1.088121729,39.58789,-122.9165
111WE0816,111,2013-06-12T00:00:00Z,6,2013,BMI_RWB,1,0.954618292,39.58789,-122.9165
111WE0832,111,2001-07-24T00:00:00Z,7,2001,BMI_CSBP_Trans,1,1.008648735,39.65009,-123.60805
111WE0832,111,2001-07-24T00:00:00Z,7,2001,BMI_RWB,1,0.888432411,39.65009,-123.60805
111WE0832,111,2001-07-24T00:00:00Z,7,2001,BMI_TRC,1,0.980847922,39.65009,-123.60805
111BBRBCC,111,2009-09-23T00:00:00Z,9,2009,BMI_RWB,1,1.025200801,39.69838,-122.9225
111WER047,111,2003-10-01T00:00:00Z,10,2003,BMI_RWB,1,0.993024551,39.72944,-123.63139
111WER047,111,2003-10-01T00:00:00Z,10,2003,BMI_TRC,1,1.071558955,39.72944,-123.63139
111WER047,111,2015-08-11T00:00:00Z,8,2015,BMI_RWB,1,0.803381463,39.72944,-123.63139
111WER046,111,2003-10-01T00:00:00Z,10,2003,BMI_RWB,1,1.048271734,39.74028,-123.62972
111WER046,111,2003-10-01T00:00:00Z,10,2003,BMI_TRC,1,0.882369788,39.74028,-123.62972
111WER046,111,2015-08-11T00:00:00Z,8,2015,BMI_RWB,1,0.956208461,39.74028,-123.62972
111FC1098,111,2014-06-10T00:00:00Z,6,2014,BMI_RWB,1,1.002954753,39.75738,-123.72484
111PS0095,111,2009-08-27T00:00:00Z,8,2009,BMI_RWB,1,1.036384122,39.78908,-123.73694
111PS0095,111,2009-08-27T00:00:00Z,8,2009,BMI_RWB,2,1.067691442,39.78908,-123.73694
111WE0606,111,2000-08-23T00:00:00Z,8,2e3,BMI_CSBP_Trans,1,0.990560504,39.79937,-123.7449
111WE0606,111,2000-08-23T00:00:00Z,8,2e3,BMI_RWB,1,0.964838531,39.79937,-123.7449
111WE0606,111,2000-08-23T00:00:00Z,8,2e3,BMI_TRC,1,1.013444551,39.79937,-123.7449
111PS0159,111,2011-07-14T00:00:00Z,7,2011,BMI_RWB,1,0.755732059,39.79971,-123.65586
111WE0837,111,2002-07-09T00:00:00Z,7,2002,BMI_RWB,1,0.832685432,39.8693,-123.05088
111WE0837,111,2002-07-09T00:00:00Z,7,2002,BMI_TRC,1,0.836556505,39.8693,-123.05088
111PS0144,111,2010-08-18T00:00:00Z,8,2010,BMI_RWB,1,0.968028499,39.90023,-123.01722
111WE0813,111,2004-05-07T00:00:00Z,5,2004,BMI_RWB,1,0.925094874,39.95969,-123.43736
541SS5xxx,541,2001-05-16T00:00:00Z,5,2001,BMI_CSBP_Trans,1,0.416545495161938,37.12917,-120.70778
541SS5xxx,541,2002-05-13T00:00:00Z,5,2002,BMI_CSBP_Trans,1,0.340846955481797,37.12917,-120.70778
541SS5xxx,541,2003-05-23T00:00:00Z,5,2003,BMI_CSBP_Trans,1,0.33934710605461,37.12917,-120.70778
541SS5xxx,541,2010-04-21T00:00:00Z,4,2010,BMI_CSBP_Trans,1,0.277253086489133,37.12917,-120.70778
541SS5xxx,541,2010-06-13T00:00:00Z,6,2010,BMI_CSBP_Trans,1,0.305334981583033,37.12917,-120.70778
541SS5xxx,541,2011-06-17T00:00:00Z,6,2011,BMI_CSBP_Trans,1,0.519207967467177,37.12917,-120.70778
541SS5xxx,541,2012-04-27T00:00:00Z,4,2012,BMI_CSBP_Trans,1,0.317568618101932,37.12917,-120.70778
541SS5xxx,541,2004-05-20T00:00:00Z,5,2004,BMI_CSBP_Trans,1,0.331785477511587,37.12917,-120.70778
541SS5xxx,541,2005-05-12T00:00:00Z,5,2005,BMI_CSBP_Trans,1,0.251438808371789,37.12917,-120.70778
541SS5xxx,541,2006-07-18T00:00:00Z,7,2006,BMI_CSBP_Trans,1,0.290380539771189,37.12917,-120.70778
541SS5xxx,541,2007-05-18T00:00:00Z,5,2007,BMI_CSBP_Trans,1,0.325759690379373,37.12917,-120.70778
541SS5xxx,541,2008-05-08T00:00:00Z,5,2008,BMI_CSBP_Trans,1,0.283952390981597,37.12917,-120.70778
541SS5xxx,541,2009-04-23T00:00:00Z,4,2009,BMI_CSBP_Trans,1,0.282397838164708,37.12917,-120.70778
541SS4xxx,541,2003-05-23T00:00:00Z,5,2003,BMI_CSBP_Trans,1,0.375494495742807,37.13917,-120.76778
541SS4xxx,541,2004-05-20T00:00:00Z,5,2004,BMI_CSBP_Trans,1,0.394317078175726,37.13917,-120.76778
541SS4xxx,541,2005-05-12T00:00:00Z,5,2005,BMI_CSBP_Trans,1,0.51108374362679,37.13917,-120.76778
541SS4xxx,541,2012-04-27T00:00:00Z,4,2012,BMI_CSBP_Trans,1,0.3257152326036,37.13917,-120.76778
541SS4xxx,541,2001-05-16T00:00:00Z,5,2001,BMI_CSBP_Trans,1,0.49625090241766,37.13917,-120.76778
541SS4xxx,541,2002-05-12T00:00:00Z,5,2002,BMI_CSBP_Trans,1,0.464733704367649,37.13917,-120.76778
541SS4xxx,541,2006-07-18T00:00:00Z,7,2006,BMI_CSBP_Trans,1,0.556226494621871,37.13917,-120.76778
541SS4xxx,541,2007-05-18T00:00:00Z,5,2007,BMI_CSBP_Trans,1,0.480931200642693,37.13917,-120.76778
541SS4xxx,541,2008-05-08T00:00:00Z,5,2008,BMI_CSBP_Trans,1,0.34497367273003,37.13917,-120.76778
541SS4xxx,541,2009-04-23T00:00:00Z,4,2009,BMI_CSBP_Trans,1,0.308168852753144,37.13917,-120.76778
541SS4xxx,541,2010-06-13T00:00:00Z,6,2010,BMI_CSBP_Trans,1,0.3257152326036,37.13917,-120.76778
541SS4xxx,541,2011-06-17T00:00:00Z,6,2011,BMI_CSBP_Trans,1,0.316860102763936,37.13917,-120.76778
541SS3xxx,541,2001-05-15T00:00:00Z,5,2001,BMI_CSBP_Trans,1,0.576657424038913,37.15917,-120.81222
541SS3xxx,541,2002-05-12T00:00:00Z,5,2002,BMI_CSBP_Trans,1,0.556028121486516,37.15917,-120.81222
541SS3xxx,541,2003-05-23T00:00:00Z,5,2003,BMI_CSBP_Trans,1,0.577615591469323,37.15917,-120.81222
541SS3xxx,541,2004-05-20T00:00:00Z,5,2004,BMI_CSBP_Trans,1,0.589204161302802,37.15917,-120.81222
541SS3xxx,541,2005-05-12T00:00:00Z,5,2005,BMI_CSBP_Trans,1,0.465916026813721,37.15917,-120.81222
541SS3xxx,541,2006-07-18T00:00:00Z,7,2006,BMI_CSBP_Trans,1,0.416793069160847,37.15917,-120.81222
541SS3xxx,541,2007-05-18T00:00:00Z,5,2007,BMI_CSBP_Trans,1,0.531270314278512,37.15917,-120.81222
541SS3xxx,541,2008-05-08T00:00:00Z,5,2008,BMI_CSBP_Trans,1,0.527929203666691,37.15917,-120.81222
541SS3xxx,541,2009-04-23T00:00:00Z,4,2009,BMI_CSBP_Trans,1,0.572763578129134,37.15917,-120.81222
541SS3xxx,541,2010-06-13T00:00:00Z,6,2010,BMI_CSBP_Trans,1,0.597681243728828,37.15917,-120.81222
541SS3xxx,541,2011-06-17T00:00:00Z,6,2011,BMI_CSBP_Trans,1,0.352667524421842,37.15917,-120.81222
541SS3xxx,541,2012-04-27T00:00:00Z,4,2012,BMI_CSBP_Trans,1,0.312372339320687,37.15917,-120.81222
541SS2xxx,541,2001-05-15T00:00:00Z,5,2001,BMI_CSBP_Trans,1,0.450100234038987,37.19972,-120.82583
541SS2xxx,541,2008-05-08T00:00:00Z,5,2008,BMI_CSBP_Trans,1,0.303881312855789,37.19972,-120.82583
541SS2xxx,541,2009-04-23T00:00:00Z,4,2009,BMI_CSBP_Trans,1,0.490122244666344,37.19972,-120.82583
541SS2xxx,541,2010-06-13T00:00:00Z,6,2010,BMI_CSBP_Trans,1,0.331906665567493,37.19972,-120.82583
541SS2xxx,541,2011-06-17T00:00:00Z,6,2011,BMI_CSBP_Trans,1,0.304156166300178,37.19972,-120.82583
541SS2xxx,541,2012-04-27T00:00:00Z,4,2012,BMI_CSBP_Trans,1,0.284277948025044,37.19972,-120.82583
541SS2xxx,541,2002-05-12T00:00:00Z,5,2002,BMI_CSBP_Trans,1,0.462159469976535,37.19972,-120.82583
541SS2xxx,541,2003-05-23T00:00:00Z,5,2003,BMI_CSBP_Trans,1,0.459512099108695,37.19972,-120.82583
541SS2xxx,541,2004-05-20T00:00:00Z,5,2004,BMI_CSBP_Trans,1,0.549900739218749,37.19972,-120.82583
541SS2xxx,541,2005-05-12T00:00:00Z,5,2005,BMI_CSBP_Trans,1,0.454672364287645,37.19972,-120.82583
541SS2xxx,541,2006-07-18T00:00:00Z,7,2006,BMI_CSBP_Trans,1,0.350742362093858,37.19972,-120.82583
541SS2xxx,541,2007-05-18T00:00:00Z,5,2007,BMI_CSBP_Trans,1,0.609270062448576,37.19972,-120.82583
535PS0431,535,2011-06-22T00:00:00Z,6,2011,BMI_RWB_MCM,1,0.432457123175264,37.21236,-120.31703
535PS0191,535,2009-07-14T00:00:00Z,7,2009,BMI_RWB_MCM,1,0.216497298798568,37.23375,-120.51952
541SS1xxx,541,2009-04-23T00:00:00Z,4,2009,BMI_CSBP_Trans,1,0.440070283997117,37.24833,-120.85333
541SS1xxx,541,2010-06-13T00:00:00Z,6,2010,BMI_CSBP_Trans,1,0.319022986611373,37.24833,-120.85333
541SS1xxx,541,2011-06-17T00:00:00Z,6,2011,BMI_CSBP_Trans,1,0.426469177621997,37.24833,-120.85333
541SS1xxx,541,2012-04-27T00:00:00Z,4,2012,BMI_CSBP_Trans,1,0.195478664958603,37.24833,-120.85333
541SS1xxx,541,2003-05-23T00:00:00Z,5,2003,BMI_CSBP_Trans,1,0.452981821912041,37.24833,-120.85333
541SS1xxx,541,2004-05-20T00:00:00Z,5,2004,BMI_CSBP_Trans,1,0.446735082871452,37.24833,-120.85333
541SS1xxx,541,2005-05-12T00:00:00Z,5,2005,BMI_CSBP_Trans,1,0.383973820512353,37.24833,-120.85333
541SS1xxx,541,2006-07-18T00:00:00Z,7,2006,BMI_CSBP_Trans,1,0.58643664764828,37.24833,-120.85333
541SS1xxx,541,2007-05-18T00:00:00Z,5,2007,BMI_CSBP_Trans,1,0.419732006582507,37.24833,-120.85333
541SS1xxx,541,2008-05-08T00:00:00Z,5,2008,BMI_CSBP_Trans,1,0.443976952762833,37.24833,-120.85333
541SS1xxx,541,2001-05-15T00:00:00Z,5,2001,BMI_CSBP_Trans,1,0.528518827655088,37.24833,-120.85333
541SS1xxx,541,2002-05-12T00:00:00Z,5,2002,BMI_CSBP_Trans,1,0.47432467281757,37.24833,-120.85333
541PS0055,541,2008-06-18T00:00:00Z,6,2008,BMI_RWB,1,0.287547444297886,37.29825,-120.94811
541PS0055,541,2008-07-10T00:00:00Z,7,2008,BMI_RWB_MCM,1,0.308640680519515,37.29825,-120.94811
535MER1xx,535,2003-05-24T00:00:00Z,5,2003,BMI_CSBP_Trans,1,0.695251532496049,37.36417,-120.85028
535MER2xx,535,2003-05-24T00:00:00Z,5,2003,BMI_CSBP_Trans,1,0.727647156645327,37.39528,-120.75139
535MER3xx,535,2003-05-24T00:00:00Z,5,2003,BMI_CSBP_Trans,1,0.772463227947375,37.42722,-120.67389
535MER4xx,535,2003-05-24T00:00:00Z,5,2003,BMI_CSBP_Trans,1,0.759793591104855,37.45389,-120.60944
535MER5xx,535,2003-05-24T00:00:00Z,5,2003,BMI_CSBP_Trans,1,0.727648465668891,37.46972,-120.50278
535CE0150,535,2005-09-14T00:00:00Z,9,2005,BMI_RWB,1,0.113135733,37.48315,-120.56493
535CE0150,535,2005-09-14T00:00:00Z,9,2005,BMI_TRC,1,0.659978096816728,37.48315,-120.56493
535MER6xx,535,2003-05-24T00:00:00Z,5,2003,BMI_CSBP_Trans,1,0.708279414077936,37.5175,-120.395
526PS0756,526,2010-08-03T00:00:00Z,8,2010,BMI_RWB,1,0.46834907919316,41.19612,-120.98365
526ASC237,526,2014-08-20T00:00:00Z,8,2014,BMI_RWB,1,1.14158304008297,41.20302,-120.86065
526PS0948,526,2011-07-12T00:00:00Z,7,2011,BMI_RWB,1,1.0050776559892,41.20806,-120.93283
526PS0948,526,2011-07-12T00:00:00Z,7,2011,BMI_RWB,2,1.00813298192569,41.20806,-120.93283
526WE0506,526,2000-08-29T00:00:00Z,8,2e3,BMI_TRC,1,0.945338631446987,41.22948,-120.4049
526WE0506,526,2000-08-29T00:00:00Z,8,2e3,BMI_CSBP_Trans,1,0.982653996085634,41.22948,-120.4049
526WE0506,526,2000-08-29T00:00:00Z,8,2e3,BMI_RWB,1,0.933101478708531,41.22948,-120.4049
526PS0440,526,2009-09-02T00:00:00Z,9,2009,BMI_RWB,1,1.05982484068981,41.23067,-120.39894
526SED088,526,2007-08-08T00:00:00Z,8,2007,BMI_RWB,1,0.70444638102073,41.23311,-120.3422
526WER123,526,2004-08-04T00:00:00Z,8,2004,BMI_RWB,1,1.08236719405086,41.27361,-120.27
526WER123,526,2004-08-04T00:00:00Z,8,2004,BMI_TRC,1,1.11219530539018,41.27361,-120.27
526WER123,526,2012-08-21T00:00:00Z,8,2012,BMI_RWB,1,1.08207836100328,41.27361,-120.27
526PS0076,526,2008-08-26T00:00:00Z,8,2008,BMI_RWB,1,0.884686870095253,41.27448,-120.26295
